id,question,options,image,decoded_image,answer,solution,level,subject
172,"In the figure the two equilateral triangles $A B C$ and $E C D$ have sides of length 2 and 1 respectively. The area of the quadrilateral $A B C E$ is:
<image1>","['$\\frac{5 \\sqrt{3}}{3}$', '$\\frac{4+5 \\sqrt{3}}{5}$', '3', '$\\frac{6+\\sqrt{3}}{4}$', '$\\frac{3 \\sqrt{3}}{2}$']",images/172.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=420x292 at 0x7CE8DAE4E750>,E,,5,metric geometry - area
174,"A parallelogram is divided into 4 triangles as shown in the figure. Of the following possibilities for the areas of the triangles at most one can be true. Which one is it?
<image1>","['$4,5,8,9$', '$3,5,6,7$', '$5,6,7,12$', '$10,11,12,19$', '$5,6,8,10$']",images/174.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=448x171 at 0x7CE8DAE4F8D0>,A,,5,metric geometry - area
177,"Let $A B C D$ be a convex quadrilateral with an area of 1 where $A B$ and $B D$ are the bases of two isosceles triangles $A D B$ and $B C D$ respectively (as shown). The product $A C \cdot B D$ is equal to:
<image1>","['$\\frac{\\sqrt{3}}{3}$', '$\\frac{2 \\sqrt{3}}{3}$', '$\\sqrt{3}$', '$\\frac{4 \\sqrt{3}}{3}$', 'other answer']",images/177.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=346x463 at 0x7CE8DAE59290>,D,,5,metric geometry - length
178,"Five cards are lying on the table in the order 1,3,5,4,2. You must get the cards in the order $1,2,3,4,5$. Per move, any two cards may be interchanged. How many moves do you need at least?
<image1>",[],images/178.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=551x334 at 0x7CE8DAE59A90>,2,,5,algebra
179,"A square piece of paper has been cut in three pieces. Two of them are in the picture on the right. What is the third one?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/179.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1288x538 at 0x7CE8DAE5A290>,A,,5,combinatorial geometry
182,"The diagram shows a rectangle $A B E F$ and a triangle $A B C$. We know that the angle $A C F$ equals angle $C B E$. If $F C=6$ and $C E=2$ then the area of $A B C$ is:
<image1>","['12', '16', '$8 \\sqrt{2}$', '$8 \\sqrt{3}$', 'Another value']",images/182.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=545x272 at 0x7CE8DAE5BB50>,D,,5,metric geometry - area
184,"We consider the perimeter and the area of the region corresponding to the grey squares. How many more squares can we colour grey for the grey area to increase without increasing its perimeter?
<image1>",[],images/184.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=370x362 at 0x7CE8DAE64C50>,16,,5,combinatorial geometry
185,"There are four cards on the table as in the picture. Every card has a letter on one side and a number on the other side. Peter said: ""For every card on the table it is true that if there is a vowel on one side, there is an even number on the other side."" What is the smallest number of cards Alice must turn in order to check whether Peter said the truth?
<image1>",[],images/185.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=133x209 at 0x7CE8DAE65410>,2,,1,logic
186,"Susan has two pendants made of the same material. They are equally thick and weigh the same. One of them has the shape of an annulus created from two concentric circles with the radii $6 \mathrm{~cm}$ and $4 \mathrm{~cm}$ (see the diagram). The second has the shape of a solid circle. What is the radius of the second pendant?
<image1>","['$4 \\mathrm{~cm}$', '$2 \\sqrt{6} \\mathrm{~cm}$', '$5 \\mathrm{~cm}$', '$2 \\sqrt{5} \\mathrm{~cm}$', '$\\sqrt{10} \\mathrm{~cm}$']",images/186.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=346x342 at 0x7CE8DAE65BD0>,D,,5,metric geometry - length
188,"The radius of the traffic sign is $20 \mathrm{~cm}$. Each of the dark pieces is a quarter of a circle. The area of all 4 quarters equals that of the light part of the sign. What is the radius of this circle in centimetres?
<image1>","['$10 \\sqrt{2}$', '$4 \\sqrt{5}$', '$\\frac{20}{3}$', '12.5', '10']",images/188.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=300x285 at 0x7CE8DAE66D10>,A,,5,metric geometry - length
189,"The ratio of the radii of the sector and the incircle in the picture is $3: 1$. Than the ratio of their areas is:
<image1>","['$3: 2$', '$4: 3$', '$\\sqrt{3}: 1$', '$2: 1$', '$9: 1$']",images/189.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=346x300 at 0x7CE8DAE67610>,A,,5,metric geometry - area
191,"In a church there is a rose window as in the figure, where the letters R, G and B represent glass of red colour, green colour and blue colour, respectively. Knowing that $400 \mathrm{~cm}^{2}$ of green glass have been used, how many $\mathrm{cm}^{2}$ of blue glass are necessary?
<image1>",[],images/191.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=449x449 at 0x7CE8DAE68610>,400,,5,metric geometry - area
192,"The lengths of the sides of triangle $X Y Z$ are $X Z=\sqrt{55}$, $X Y=8, Y Z=9$. Find the length of the diagonal $X A$ of the rectangular parallelepiped in the figure.
<image1>",[],images/192.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=388x342 at 0x7CE8DAE68E50>,10,,3,solid geometry
194,"In how many ways can all the numbers $1,2,3,4,5,6$ be written in the squares of the figure (one in each square) so that there are no adjacent squares in which the difference of the numbers written is equal to 3? (Squares that share only a corner are not considered adjacent.)
<image1>","['$3 \\cdot 2^{5}$', '$3^{6}$', '$6^{3}$', '$2 \\cdot 3^{5}$', '$3 \\cdot 5^{2}$']",images/194.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=306x310 at 0x7CE8DAE69FD0>,A,,5,combinatorics
196,"If each side of the regular hexagon has length $\sqrt{3}$ and $X A B C$ and $X P Q R$ are squares, what is the area of the shaded region?
<image1>","['$\\frac{5-\\sqrt{3}}{4}$', '$\\frac{\\sqrt{3}+1}{2}$', '$\\frac{\\sqrt{3}}{4}$', '$\\frac{2-\\sqrt{3}}{4}$', '$\\frac{2+\\sqrt{3}}{4}$']",images/196.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=462x389 at 0x7CE8DAE6AFD0>,A,,5,metric geometry - area
197,"The shaded area is equal to $\sqrt{3}$. What is the area of the triangle $A B C$?
<image1>","['$2 \\sqrt{3}$', '2', '5', '6', '$4 \\sqrt{3}$']",images/197.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=355x326 at 0x7CE8DAE6B850>,A,,5,metric geometry - area
198,"The billiard ball meets the board under $45^{\circ}$ as shown. Which pocket will it fall into?
<image1>","['$A$', '$B$', '$C$', '$D$', 'Neither of the pockets']",images/198.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=441x325 at 0x7CE8DAE70150>,C,,5,transformation geometry
199,"The segment $A E$ is divided into four equal parts and semicircles are drawn taking $A E, A D$ and $D E$ as diameters, creating two paths from $A$ to $E$ as shown. Determine the ratio of the length of the upper path to the length of the lower path.
<image1>","['$1: 2$', '$2: 3$', '$2: 1$', '$3: 2$', '$1: 1$']",images/199.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=403x297 at 0x7CE8DAE70A90>,E,,5,metric geometry - length
200,"A mathematically skilled spider spins a cobweb and some of the strings have lengths as shown in the picture. If $x$ is an integer, determine the value of $x$.
<image1>",[],images/200.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=666x495 at 0x7CE8DAE71290>,13,,5,metric geometry - length
202,"Which is the graph of the function $y=\sqrt{|(1+x)(1-|x|)|}$?
<image1>","['A', 'B', 'C', 'D', 'E']",images/202.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1365x284 at 0x7CE8DAE72390>,D,,4,analytic geometry
204,"The digits of the sequence $123451234512345 \ldots$ fill the cells on a sheet of paper in a spiral-like manner beginning with the marked cell (see the figure). Which digit is written in the cell being 100 cells above the marked one?
<image1>",[],images/204.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=409x395 at 0x7CE8DAE73390>,1,,5,algebra
205,"Numbers 3,4 and two other unknown numbers are written in the cells of the $2 \times 2$ table. It is known that the sums of numbers in the rows are equal to 5 and 10, and the sum of numbers in one of the columns is equal to 9. The larger number of the two unknown ones is
<image1>",[],images/205.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=198x192 at 0x7CE8DAE73B50>,6,,5,algebra
207,"Given an isosceles triangle $A B C, C A=C B, A D=$ $=A C, D B=D C$ (see the fig.). Find the value of the angle $A C B$.
<image1>","['$98^{\\circ}$', '$100^{\\circ}$', '$104^{\\circ}$', '$108^{\\circ}$', '$110^{\\circ}$']",images/207.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=486x253 at 0x7CE8DAE78DD0>,D,,4,metric geometry - angle
208,"The figure shows a circle with the diameter $A B$ and point $D$ on it. Find $d$.
<image1>",[],images/208.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=564x376 at 0x7CE8DAE79590>,4,,4,analytic geometry
209,"Each of the cubes in the figure has the length of an edge equal to 1. What is the length of the segment $A B$?
<image1>","['$\\sqrt{17}$', '7', '$\\sqrt{13}$', '$\\sqrt{7}$', '$\\sqrt{14}$']",images/209.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=544x430 at 0x7CE8DAE79E90>,A,,3,solid geometry
212,"A circle is inscribed in the triangle $A B C$ (see the figure), $A C=5, A B=6, B C=3$. The segment $E D$ is tangent to the circle. The perimeter of the triangle $A D E$ is
<image1>",[],images/212.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=441x300 at 0x7CE8DAE7B650>,8,,5,metric geometry - length
220,"An equilateral triangle with side length 3 and a circle with radius 1 have the same centre. What is the perimeter of the figure that is created when the two are being put together?
<image1>","['$6+\\pi$', '$3+2 \\pi$', '$9+\\frac{\\pi}{3}$', '$3 \\pi$', '$9+\\pi$']",images/220.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=353x329 at 0x7CE8DAE87AD0>,A,,5,metric geometry - length
221,"The adjacent diagram illustrates the graphs of the two functions f and g. How can we describe the relationship between f and g?
<image1>","['$g(x-2)=-f(x)$', '$g(x)=f(x+2)$', '$g(x)=-f(-x+2)$', '$g(-x)=-f(-x-2)$', '$g(2-x)=-f(x)$']",images/221.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=438x472 at 0x7CE8DAE9C410>,A,,4,analytic geometry
225,"In the box are seven blockss. You want to rearrange the blocks so that another block can placed. What is the minimum number of blocks that have to be moved?
<image1>",[],images/225.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=395x396 at 0x7CE8DAE9E6D0>,3,,5,combinatorial geometry
226,"The triangle pictured is right-angled. $M$ is the midoint of the hypotenuse $\mathrm{AB}$ and $\angle \mathrm{BCA}=90^{\circ}$. How big is $\angle \mathrm{BMC}$?
<image1>","['$105^{\\circ}$', '$108^{\\circ}$', '$110^{\\circ}$', '$120^{\\circ}$', '$125^{\\circ}$']",images/226.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=288x351 at 0x7CE8DAE9EFD0>,D,,4,metric geometry - angle
227,"In the figure the square has side length 2. The semi-circles pass through the midpoint of the square and have their centres on the corners of the square. The grey circles have their centres on the sides of the square and touch the semi-circles. How big is the total area of the grey parts?
<image1>","['$4 \\cdot(3-2 \\sqrt{2}) \\cdot \\pi$', '$\\sqrt{2} \\cdot \\pi$', '$\\frac{\\sqrt{3}}{4} \\cdot \\pi$', '$\\pi$', '$\\frac{1}{4} \\cdot \\pi$']",images/227.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=503x504 at 0x7CE8DAE9F810>,A,,5,metric geometry - area
228,"The chord $A B$ touches the smaller of the two concentric circles. The length $A B=$ 16. How big is the area of the grey part?
<image1>","['$32 \\pi$', '$63 \\pi$', '$64 \\pi$', '$32 \\pi^{2}$', 'It depends on the radius of the circles.']",images/228.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=358x357 at 0x7CE8DAEA0150>,C,,5,metric geometry - area
229,"The big equilateral triangle consists of 36 small equilateral triangles which each have an area of $1 \mathrm{~cm}^{2}$. Determine the area of $A B C$.
<image1>","['$11 \\mathrm{~cm}^{2}$', '$12 \\mathrm{~cm}^{2}$', '$13 \\mathrm{~cm}^{2}$', '$14 \\mathrm{~cm}^{2}$', '$15 \\mathrm{~cm}^{2}$']",images/229.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=451x425 at 0x7CE8DAEA0910>,A,,5,combinatorial geometry
232,"A barcode as pictured is made up of alternate black and white stripes. The code always starts and ends with a black stripee. Each strip (black or white) has the width 1 or 2 and the total width of the barcode is 12. How many different barcodes if this kind are there if one reads from left to right?
<image1>",[],images/232.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=368x292 at 0x7CE8DAEA21D0>,116,,5,combinatorics
235,"Jan cannot draw very accurately but nevertheless he tried to produce a roadmap of his village. The relative position of the houses and the street crossings are all correct but three of the roads are actually straight and only Qurwik street is not. Who lives in Qurwik street?
<image1>","['Amy', 'Ben', 'Carol', 'David', 'It cannot be determined from the drawing.']",images/235.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=501x383 at 0x7CE8DAEA3A90>,C,,1,logic
236,"A rectangular piece of paper is wrapped around a cylinder. Then an angled straight cut is made through the points $\mathrm{X}$ and $\mathrm{Y}$ of the cylinder as shown on the left. The lower part of the piece of paper is then unrolled. Which of the following pictures could show the result?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/236.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1520x807 at 0x7CE8DAEA8290>,C,,1,descriptive geometry
237,"Determine the area of the quadrilateral PQRS pictured on the right, where $\mathrm{PS}=\mathrm{RS}$, $\angle \mathrm{PSR}=\angle \mathrm{PQR}=90^{\circ}, \mathrm{ST}  \perp \mathrm{PQ}$, and $\mathrm{ST}=5$.
<image1>",[],images/237.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=303x296 at 0x7CE8DAEA8A90>,25,,5,metric geometry - area
238,"Michael wants to write whole numbers into the empty fields of the $3 \times 3$ table on the right so that the sum of the numbers in each $2 \times 2$ square equals 10. Four numbers have already been written down. Which of the following values could be the sum of the remaining five numbers?
<image1>","['9', '10', '12', '13', 'None of these numbers is possible.']",images/238.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=226x222 at 0x7CE8DAEA9350>,E,,1,logic
239,"How many graphs of the functions $y=x^{2}, y=-x^{2}, y=+\sqrt{x}, y=-\sqrt{x}$, $y=+\sqrt{-x}, y=-\sqrt{-x}, y=+\sqrt{|x|}, y=-\sqrt{|x|}$ are included in the sketch on the right?
<image1>",[],images/239.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=496x355 at 0x7CE8DAEA9AD0>,6,,4,analytic geometry
240,"The rear window wiper of a car is made in a way so that the rod $r$ and the wiper blade $\mathrm{w}$ are equally long and are connected at an angle $\alpha$. The wiper rotates around the centre of rotation $\mathrm{O}$ and wipes over the area shown on the right. Calculate the angle $\beta$ between the right edge of the cleaned area and the tangent of the curved upper edge.
<image1>","['$\\frac{3 \\pi-\\alpha}{2}$', '$\\pi-\\frac{\\alpha}{2}$', '$\\frac{3 \\pi}{2}-\\alpha$', '$\\frac{\\pi}{2}+\\alpha$', '$\\pi+\\frac{\\alpha}{2}$']",images/240.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=494x404 at 0x7CE8DAEAA2D0>,B,,4,metric geometry - angle
241,"We have three horizontal lines and three parallel, sloped lines. Both of the circles shown touch four of the lines. X, Y and Z are the areas of the grey regions. $\mathrm{D}$ is the area of the parallelogram PQRS. At least how many of the areas $\mathrm{X}, \mathrm{Y}, \mathrm{Z}$ and $\mathrm{D}$ does one have to know in order to be able to determine the area of the parallelogram $\mathrm{T}$ ?
<image1>",[],images/241.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=464x349 at 0x7CE8DAEAAA50>,1,,5,metric geometry - area
243,"An archer tries his art on the target shown below on the right. With each of his three arrows he always hits the target. How many different scores could he total with three arrows?
<image1>",[],images/243.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=374x370 at 0x7CE8DAEABB90>,19,,5,combinatorics
244,"A clock has three hands in different lengths (for seconds, minutes and hours). We don't know the length of each hand but we know that the clock shows the correct time. At 12:55:30 the hands are in the positions shown on the right. What does the clockface look like at 8:10:00?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/244.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1580x780 at 0x7CE8DAEAC410>,A,,5,algebra
